clinic_name,site,phone,full_address,city,zip,state,clinic_type,species_treated,species_tag,latitude,longitude,rating,reviews,reviews_link,photo,photo_final,working_hours,working_hours_csv_compatible,working_hours_old_format,other_hours,about,place_id,google_id,slug,listing_tier,lead_email,emergency_status,emergency_auto_tag
"Four Paws Veterinary Clinic, SC",http://www.fourpawsvetclinic.com/,+1 608-643-0234,"216 Hemlock St, Sauk City, WI 53583",Sauk City,53583,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.278333,-89.7221992,4.2,138,"https://search.google.com/local/reviews?placeid=ChIJ8UAE4xZzB4gRId5jW-LcvAM&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nre2Jj1MgLXwX6CXTnoQEV-oDeHqzsGWv91jHty8iTybeMFCh7GcwWxrrYQZoyAjAXLxrtU8TC2ghOZ9aZs_ooeP2HHbwKelPXSITQqKCAhlZx3eebbPFKFr9cJT6kiFsIkSw4R=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""7AM-6PM"",""Monday"":""7AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""7AM-6PM"",""Saturday"":""8AM-12PM"",""Thursday"":""7AM-6PM"",""Wednesday"":""7AM-6PM""}","Sunday,|Monday,7AM,6PM|Tuesday,7AM,6PM|Wednesday,7AM,6PM|Thursday,7AM,6PM|Friday,7AM,6PM|Saturday,8AM,12PM",Monday:7AM-6PM|Tuesday:7AM-6PM|Wednesday:7AM-6PM|Thursday:7AM-6PM|Friday:7AM-6PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJ8UAE4xZzB4gRId5jW-LcvAM,0x88077316e30440f1:0x3bcdce25b63de21,four-paws-veterinary-clinic-sc,,,General Practice,
Foxridge Veterinary Care,https://foxridgevetcare.com/,+1 608-836-0600,"1624 N High Point Rd, Middleton, WI 53562",Middleton,53562,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.09216,-89.5189309,4.8,114,"https://search.google.com/local/reviews?placeid=ChIJX6PnMyyvB4gR3Roo4M0Kd40&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipO-E42Hqk6HMxrG2jFDkilhzcj1tG3JxlMJgLIb=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipO-E42Hqk6HMxrG2jFDkilhzcj1tG3JxlMJgLIb=w800-h500-k-no,"{""Friday"":""7:30AM-5PM"",""Monday"":""7:30AM-8PM"",""Sunday"":""Closed"",""Tuesday"":""7:30AM-5PM"",""Saturday"":""Closed"",""Thursday"":""7:30AM-8PM"",""Wednesday"":""7:30AM-5PM""}","Sunday,|Monday,7:30AM,8PM|Tuesday,7:30AM,5PM|Wednesday,7:30AM,5PM|Thursday,7:30AM,8PM|Friday,7:30AM,5PM|Saturday,",Monday:7:30AM-8PM|Tuesday:7:30AM-5PM|Wednesday:7:30AM-5PM|Thursday:7:30AM-8PM|Friday:7:30AM-5PM|Saturday:Closed|Sunday:Closed,,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""Identifies as women-owned"": true}}",ChIJX6PnMyyvB4gR3Roo4M0Kd40,0x8807af2c33e7a35f:0x8d770acde0281add,foxridge-veterinary-care,,,General Practice,
Galaxy Vet Services,https://galaxyvetservices.com/,+1 608-844-8022,"2416 County Hwy MN, Cottage Grove, WI 53527",Cottage Grove,53527,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.027795,-89.2009377,5,3,"https://search.google.com/local/reviews?placeid=ChIJh7UKWQBbBogR7BRU_1uOVS8&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipNe3lRi12nJK8tcuiYIWnKEp8z0hdwUSHFMEkA=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNe3lRi12nJK8tcuiYIWnKEp8z0hdwUSHFMEkA=w800-h500-k-no,"{""Friday"":""7AM-6PM"",""Monday"":""7AM-6PM"",""Sunday"":""11AM-6PM"",""Tuesday"":""7AM-6PM"",""Saturday"":""9AM-4PM"",""Thursday"":""7AM-6PM"",""Wednesday"":""7AM-6PM""}","Sunday,11AM,6PM|Monday,7AM,6PM|Tuesday,7AM,6PM|Wednesday,7AM,6PM|Thursday,7AM,6PM|Friday,7AM,6PM|Saturday,9AM,4PM",Monday:7AM-6PM|Tuesday:7AM-6PM|Wednesday:7AM-6PM|Thursday:7AM-6PM|Friday:7AM-6PM|Saturday:9AM-4PM|Sunday:11AM-6PM,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJh7UKWQBbBogR7BRU_1uOVS8,0x88065b00590ab587:0x2f558e5bff5414ec,galaxy-vet-services,,,General Practice,
HarmonyVet Acupuncture and Spine Care,http://www.harmonyvet.com/,+1 608-886-8930,"4502 Monona Dr, Madison, WI 53716",Madison,53716,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.070899,-89.325264,4.8,31,"https://search.google.com/local/reviews?placeid=ChIJEXAxK9lTBogRpQvrxxMZB8M&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipNMazTprAFPgtfZFiyfS3A7c5S1rELTChFKdiW3=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNMazTprAFPgtfZFiyfS3A7c5S1rELTChFKdiW3=w800-h500-k-no,"{""Friday"":""Closed"",""Monday"":""8AM-12PM,1-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-12PM,1-5PM"",""Saturday"":""Closed"",""Thursday"":""8AM-12PM,1-5PM"",""Wednesday"":""8AM-12PM,1-5PM""}","Sunday,|Monday,8AM,12PM,1,5PM|Tuesday,8AM,12PM,1,5PM|Wednesday,8AM,12PM,1,5PM|Thursday,8AM,12PM,1,5PM|Friday,|Saturday,","Monday:8AM-12PM,1-5PM|Tuesday:8AM-12PM,1-5PM|Wednesday:8AM-12PM,1-5PM|Thursday:8AM-12PM,1-5PM|Friday:Closed|Saturday:Closed|Sunday:Closed",,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJEXAxK9lTBogRpQvrxxMZB8M,0x880653d92b317011:0xc3071913c7eb0ba5,harmonyvet-acupuncture-and-spine-care,,,General Practice,
Healthy Pet Veterinary Clinic,http://www.hpvet.net/,+1 608-294-9494,"2801 E Washington Ave, Madison, WI 53704",Madison,53704,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.101782,-89.3456233,4.7,254,"https://search.google.com/local/reviews?placeid=ChIJlUCVJnlTBogR_n0gVhcODLI&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipMZk1NEoE4g_2-K02LrajWLxUT3JU6GYmauopmH=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMZk1NEoE4g_2-K02LrajWLxUT3JU6GYmauopmH=w800-h500-k-no,"{""Friday"":""8AM-4PM"",""Monday"":""8AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-6PM"",""Saturday"":""Closed"",""Thursday"":""8AM-6PM"",""Wednesday"":""8AM-6PM""}","Sunday,|Monday,8AM,6PM|Tuesday,8AM,6PM|Wednesday,8AM,6PM|Thursday,8AM,6PM|Friday,8AM,4PM|Saturday,",Monday:8AM-6PM|Tuesday:8AM-6PM|Wednesday:8AM-6PM|Thursday:8AM-6PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""Identifies as women-owned"": true}}",ChIJlUCVJnlTBogR_n0gVhcODLI,0x8806537926954095:0xb20c0e1756207dfe,healthy-pet-veterinary-clinic,,,General Practice,
Holistic Veterinary Options,http://www.holisticveterinaryoptions.com/,+1 608-432-2522,"502 Atlas Ave, Madison, WI 53714",Madison,53714,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.09014,-89.3125759,5,28,"https://search.google.com/local/reviews?placeid=ChIJKzH_T4lUBogR6XT2m_GwYTU&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqScswk0_nK7sEai7Cm06fjy3CMFSW1-9Va0TrnQfu-FdawRzcExOX9ECw2gpzqPit1oyh8X-J-Ai7iFjYwsBPu2kJ4nkyn5fkeVp0wlXLlj6V3yINNJm1_vlJhi5zTzqARmnGA=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""Closed"",""Thursday"":""8AM-5PM"",""Wednesday"":""8AM-5PM""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,5PM|Wednesday,8AM,5PM|Thursday,8AM,5PM|Friday,8AM,5PM|Saturday,",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJKzH_T4lUBogR6XT2m_GwYTU,0x880654894fff312b:0x3561b0f19bf674e9,holistic-veterinary-options,,,General Practice,
Irongate Equine Clinic,http://irongateequine.com/,+1 608-845-6006,"1848 Waldorf Blvd, Madison, WI 53719",Madison,53719,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.03174,-89.5268289,4.9,98,"https://search.google.com/local/reviews?placeid=ChIJe2RE6cOvB4gRp214JuXfsds&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipM_SENOlWFwxXe3fOq-UoxNQpLyjNNbhTHVNcwu=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipM_SENOlWFwxXe3fOq-UoxNQpLyjNNbhTHVNcwu=w800-h500-k-no,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""Closed"",""Thursday"":""8AM-5PM"",""Wednesday"":""8AM-5PM""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,5PM|Wednesday,8AM,5PM|Thursday,8AM,5PM|Friday,8AM,5PM|Saturday,",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJe2RE6cOvB4gRp214JuXfsds,0x8807afc3e944647b:0xdbb1dfe526786da7,irongate-equine-clinic,,,General Practice,
Isthmus Veterinary Care,http://isthmusvetcare.com/,+1 608-230-5499,"1730 Fordem Ave, Madison, WI 53704",Madison,53704,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.09471,-89.3640378,4.8,218,"https://search.google.com/local/reviews?placeid=ChIJGdMfPX5TBogRhAJ4aUdJEFQ&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipNNowz4VIgLRCph3so13EYQuBeo15mro_fyPpjJ=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNNowz4VIgLRCph3so13EYQuBeo15mro_fyPpjJ=w800-h500-k-no,"{""Friday"":""8AM-5:30PM"",""Monday"":""8AM-5:30PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-7PM"",""Saturday"":""8AM-1PM"",""Thursday"":""8AM-7PM"",""Wednesday"":""8AM-7PM""}","Sunday,|Monday,8AM,5:30PM|Tuesday,8AM,7PM|Wednesday,8AM,7PM|Thursday,8AM,7PM|Friday,8AM,5:30PM|Saturday,8AM,1PM",Monday:8AM-5:30PM|Tuesday:8AM-7PM|Wednesday:8AM-7PM|Thursday:8AM-7PM|Friday:8AM-5:30PM|Saturday:8AM-1PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJGdMfPX5TBogRhAJ4aUdJEFQ,0x8806537e3d1fd319:0x5410494769780284,isthmus-veterinary-care,,,General Practice,
Knight Veterinary Clinic LLC,http://www.knightvetclinic.com/,+1 608-819-6605,"6255 University Ave, Middleton, WI 53562",Middleton,53562,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.09143,-89.4893321,4.9,82,"https://search.google.com/local/reviews?placeid=ChIJ7eYiIrSuB4gR_GHLV-en6q8&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipP1X-mUTNaNZ10V3oziJmjTEGsq0E25pJ-hexzA=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipP1X-mUTNaNZ10V3oziJmjTEGsq0E25pJ-hexzA=w800-h500-k-no,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""Closed"",""Thursday"":""8AM-5PM"",""Wednesday"":""8AM-5PM""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,5PM|Wednesday,8AM,5PM|Thursday,8AM,5PM|Friday,8AM,5PM|Saturday,",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",ChIJ7eYiIrSuB4gR_GHLV-en6q8,0x8807aeb42222e6ed:0xafeaa7e757cb61fc,knight-veterinary-clinic-llc,,,General Practice,
Lake Mobile Veterinary Clinic,https://lakemobilevet.com/,+1 608-501-1167,,,,Wisconsin,Mobile Clinic,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.11252,-89.305553,5,9,"https://search.google.com/local/reviews?placeid=ChIJoxlicDj31awRQp9enS3kVlA&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/p/AF1QipPGCLOx0Xlo6E5N6xFamadapYLLozpq3RqxTg4H=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPGCLOx0Xlo6E5N6xFamadapYLLozpq3RqxTg4H=w800-h500-k-no,"{""Friday"":""9AM-5PM"",""Monday"":""9AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""9AM-5PM"",""Saturday"":""Closed"",""Thursday"":""9AM-5PM"",""Wednesday"":""9AM-5PM""}","Sunday,|Monday,9AM,5PM|Tuesday,9AM,5PM|Wednesday,9AM,5PM|Thursday,9AM,5PM|Friday,9AM,5PM|Saturday,",Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed|Sunday:Closed,,{},ChIJoxlicDj31awRQp9enS3kVlA,0xacd5f738706219a3:0x5056e42d9d5e9f42,lake-mobile-veterinary-clinic,,,General Practice,
Lakeland Veterinary Care,https://www.lakelandvetcare.com/,+1 608-877-8800,"2125 McComb Rd STE 106, Stoughton, WI 53589",Stoughton,53589,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",42.917614,-89.2473885,4.8,90,"https://search.google.com/local/reviews?placeid=ChIJKeELzZ9IBogRijnZI4ysLhg&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4np9tPvY4GI4yptHDYXELFOQAVip6Ga5vEXJenKytIP51cHc91OIm8rE-Ull8sZ8zRCUGDlWpiW_cKvGk67DDKVI9AsEYh7d0ExjE-YTGzgjlSuMjZZZNAI3l7iB51Rpgia6QRjE=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""8AM-12PM"",""Thursday"":""8AM-5PM"",""Wednesday"":""Closed""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,5PM|Wednesday,|Thursday,8AM,5PM|Friday,8AM,5PM|Saturday,8AM,12PM",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:Closed|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJKeELzZ9IBogRijnZI4ysLhg,0x8806489fcd0be129:0x182eac8c23d9398a,lakeland-veterinary-care,,,General Practice,
Lakeview Veterinary Clinic,http://www.lakeviewvetclinic.com/?utm_source=gmb,+1 608-236-4570,"3518 Monroe St, Madison, WI 53711",Madison,53711,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.052498,-89.4361209,4.9,672,"https://search.google.com/local/reviews?placeid=ChIJeSKsqQCtB4gRcVEF8My2Zig&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npTeJT2EB7ap84WaSVjRglJYo5Um-d2WaFZKWm0kj87lPT5RANOSkohn-n_mKHs9DMQYmYfyVIkf5xgFoNe00voNYV3x76vJp1s6OJRWeN_fr7VCEwXfLFG-jC1cM0gtUVQzxs5=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-6PM"",""Monday"":""8AM-6PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-6PM"",""Saturday"":""8AM-12PM"",""Thursday"":""8AM-6PM"",""Wednesday"":""8AM-6PM""}","Sunday,|Monday,8AM,6PM|Tuesday,8AM,6PM|Wednesday,8AM,6PM|Thursday,8AM,6PM|Friday,8AM,6PM|Saturday,8AM,12PM",Monday:8AM-6PM|Tuesday:8AM-6PM|Wednesday:8AM-6PM|Thursday:8AM-6PM|Friday:8AM-6PM|Saturday:8AM-12PM|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJeSKsqQCtB4gRcVEF8My2Zig,0x8807ad00a9ac2279:0x2866b6ccf0055171,lakeview-veterinary-clinic,,,General Practice,
Lodi Veterinary Care,https://www.lodivet.com/,+1 608-842-0501,"639 S Main St #101, DeForest, WI 53532",DeForest,53532,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.239213,-89.3426177,4.4,48,"https://search.google.com/local/reviews?placeid=ChIJafbNw5f-BogRpnyHxlE1Ghs&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npJ27LCC8SS0FMVLa3Fl_fBF0lmOBTbYMh4-XXZxQmnTwYIL3jcGSFRyVL1yIswfyUrZO7XI9YbfLeSNB0_t3t4g2IHRISh-cLqld1AAixaVfd3Xg_ZERQBesnC2HfG26g_EiHfFQ=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-5PM"",""Monday"":""8AM-5PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-5PM"",""Saturday"":""Closed"",""Thursday"":""Closed"",""Wednesday"":""8AM-5PM""}","Sunday,|Monday,8AM,5PM|Tuesday,8AM,5PM|Wednesday,8AM,5PM|Thursday,|Friday,8AM,5PM|Saturday,",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:Closed|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJafbNw5f-BogRpnyHxlE1Ghs,0x8806fe97c3cdf669:0x1b1a3551c6877ca6,lodi-veterinary-care,,,General Practice,
Madison Canine Rehab & Acupuncture,http://www.madisoncaninerehab.com/,+1 608-492-3250,,,,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.057021,-89.37883,5,35,"https://search.google.com/local/reviews?placeid=ChIJdaejB1rAXksRHhbqBjxnLZ8&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npU6F_AIPsGZLBQ7BFelXUj_lkDUlAnXu9Fr9Ry-Bd21ufIkxcSufZ0_HVrEQI2dK1Z9T6hIYH8PRinNQ4WHSZRzUIJKPdN4uP8rJPvK9qYmjxv3aTF2dggfu4JCFRsy-bdOTkXIZAZJ1X5=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,"{""Friday"":""8AM-2PM"",""Monday"":""8AM-4PM"",""Sunday"":""Closed"",""Tuesday"":""8AM-4PM"",""Saturday"":""Closed"",""Thursday"":""8AM-4PM"",""Wednesday"":""8AM-4PM""}","Sunday,|Monday,8AM,4PM|Tuesday,8AM,4PM|Wednesday,8AM,4PM|Thursday,8AM,4PM|Friday,8AM,2PM|Saturday,",Monday:8AM-4PM|Tuesday:8AM-4PM|Wednesday:8AM-4PM|Thursday:8AM-4PM|Friday:8AM-2PM|Saturday:Closed|Sunday:Closed,,{},ChIJdaejB1rAXksRHhbqBjxnLZ8,0x4b5ec05a07a3a775:0x9f2d673c06ea161e,madison-canine-rehab--acupuncture,,,General Practice,
Madison Cat Project,http://www.madisoncatproject.org/,+1 608-291-7116,"3205 Latham Dr, Madison, WI 53713",Madison,53713,Wisconsin,Low Cost / No Cost,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.028814,-89.4029587,4.9,125,"https://search.google.com/local/reviews?placeid=ChIJxwOAErJSBogRo7WYGpG3GF0&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npLzOH9M9cdXeBOeIxOYfn3OqQhSOpd-cZB1VZ8-fjIiRi8bay1fcSYC-iDPFogFgnZVri6NW1c8iZooFmIIl1uLZX_hVs27-_aJ4friWi2WqL_oj_VIXV-GVfSDBbyaEfr__HEFw=w800-h500-k-no,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,,,,,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",ChIJxwOAErJSBogRo7WYGpG3GF0,0x880652b2128003c7:0x5d18b7911a98b5a3,madison-cat-project,,,General Practice,
Madison Veterinary Clinic Ltd,https://myweb16.site/explore/madison-veterinary-clinic-ltd,+1 608-249-8525,"2125 N Stoughton Rd, Madison, WI 53704",Madison,53704,Wisconsin,General Practice,"Dog,Cat,Check With Clinic","Dog,Cat,Check With Clinic",43.127548,-89.324464,4.1,27,"https://search.google.com/local/reviews?placeid=ChIJsYBLuylUBogReOWq3ZXl7h4&q=veterinarian,+dane+county,+wisconsin&authuser=0&hl=en&gl=US",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0D0wOWRIGMgAyfyqVIOjXQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=90.24188&pitch=0&thumbfov=100,https://assets.softr-files.com/applications/2252139f-7c41-4d68-97d4-4a0009cb4d77/assets/3a597736-1467-43ae-8ce4-b7332433f36f.jpeg,,,,,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",ChIJsYBLuylUBogReOWq3ZXl7h4,0x88065429bb4b80b1:0x1eeee595ddaae578,madison-veterinary-clinic-ltd,,,General Practice,
